state,district,lat,lon,elevation_meters,dist_to_coast_km,dist_to_major_river_km,avg_annual_rainfall_mm,seismic_zone,primary_hazard_type,risk_level
Chhattisgarh,Baloda Bazar,17.873356,84.406323,12,78.94,8.75,359,2,Low,Low
Chhattisgarh,Baloda Bazar,17.858205,84.383097,69,243.27,8.62,973,2,Heatwave,Low
Chhattisgarh,Baloda Bazar,17.875966,84.370642,258,108.37,38.13,718,3,Flood,Low
Chhattisgarh,Baloda Bazar,17.865217,84.380754,219,143.5,1.05,672,3,Flood,Medium
Chhattisgarh,Balrampur,20.15769,80.527985,53,129.7,41.03,150,3,Low,Low
Chhattisgarh,Balrampur,20.158671,80.53072,466,239.01,19.47,479,2,Heatwave,Medium
Chhattisgarh,Balrampur,20.159649,80.530803,541,359.68,26.59,414,3,Flood,Low
Chhattisgarh,Balrampur,20.16057,80.50572,8,142.27,12.97,911,4,Low,Low
Chhattisgarh,Balrampur,20.154755,80.520967,605,218.58,1.78,947,3,Low,Low
Chhattisgarh,Balrampur,20.167156,80.511989,267,233.88,2.0,169,3,Flood,Medium
Chhattisgarh,Balrampur,20.165026,80.531955,214,366.64,40.95,872,3,Flood,Low
Chhattisgarh,Balrampur,20.170005,80.535267,215,64.48,32.26,1168,2,Heatwave,Low
Chhattisgarh,Balrampur,20.154655,80.54028,256,79.66,7.16,1173,3,Flood,Low
Chhattisgarh,Balrampur,20.174986,80.534954,293,260.71,23.08,313,3,Low,Low
Chhattisgarh,Bastar,20.302903,81.353975,345,112.57,17.37,1723,2,Flood,Low
Chhattisgarh,Bastar,20.305158,81.346809,183,320.04,7.67,1209,3,Heatwave,Low
Chhattisgarh,Bastar,20.307923,81.344968,213,134.44,44.91,1069,2,Flood,Low
Chhattisgarh,Bastar,20.308106,81.351361,325,127.78,0.54,2557,4,Flood,Medium
Chhattisgarh,Bastar,20.290419,81.335938,246,87.56,0.92,1335,4,Heatwave,Medium
Chhattisgarh,Bastar,20.289683,81.356382,291,103.02,12.32,1013,3,Low,Low
Chhattisgarh,Bastar,20.317775,81.335558,708,274.34,24.76,515,3,Flood,Low
Chhattisgarh,Bastar,20.313017,81.337685,372,109.18,32.5,1632,3,Low,Low
Chhattisgarh,Bastar,20.294418,81.357364,350,334.2,10.53,1043,2,Flood,Low
Chhattisgarh,Bastar,20.29683,81.343079,7,250.99,6.88,1036,3,Low,Low
Chhattisgarh,Bemetara,21.135819,80.108716,442,373.41,63.22,838,2,Heatwave,Low
Chhattisgarh,Bemetara,21.136558,80.100823,333,245.66,7.53,1828,4,Heatwave,Low
Chhattisgarh,Bemetara,21.145787,80.11573,404,352.56,10.2,864,2,Heatwave,Low
Chhattisgarh,Bemetara,21.144169,80.118679,203,91.26,11.37,150,3,Flood,Low
Chhattisgarh,Bemetara,21.141839,80.118855,31,279.44,8.58,247,3,Flood,Medium
Chhattisgarh,Bemetara,21.145729,80.103178,130,314.23,25.14,1138,2,Flood,Low
Chhattisgarh,Bemetara,21.160695,80.089618,97,119.19,1.56,406,3,Heatwave,Medium
Chhattisgarh,Bemetara,21.129936,80.123835,429,298.74,19.16,1000,4,Low,Low
Chhattisgarh,Bemetara,21.147762,80.097044,228,249.16,6.65,150,3,Heatwave,Medium
Chhattisgarh,Bemetara,21.14178,80.126143,472,130.92,19.39,1572,3,Flood,Low
Chhattisgarh,Bijapur,21.14313,81.248774,359,300.81,0.32,2051,3,Heatwave,Low
Chhattisgarh,Bijapur,21.140277,81.249705,104,356.26,6.38,1245,4,Flood,Low
Chhattisgarh,Bijapur,21.143126,81.24409,346,251.42,44.14,1587,2,Flood,Low
Chhattisgarh,Bijapur,21.15391,81.263029,561,245.4,3.12,1144,2,Flood,Medium
Chhattisgarh,Bijapur,21.141579,81.261,69,381.37,43.79,810,3,Low,Low
Chhattisgarh,Bijapur,21.141045,81.238947,1,147.82,11.26,1676,3,Heatwave,Low
Chhattisgarh,Bijapur,21.139268,81.245844,523,225.73,0.41,1230,2,Heatwave,Low
Chhattisgarh,Bijapur,21.138535,81.24143,429,16.23,0.16,1900,3,Heatwave,Low
Chhattisgarh,Bijapur,21.136257,81.241765,55,350.98,7.27,2068,2,Flood,Low
Chhattisgarh,Bijapur,21.149721,81.264121,188,335.38,9.97,2025,3,Low,Low
Chhattisgarh,Bilaspur,19.806184,84.212254,270,262.4,27.93,502,2,Heatwave,Low
Chhattisgarh,Bilaspur,19.803874,84.205021,650,22.45,17.7,1396,3,Flood,Low
Chhattisgarh,Bilaspur,19.808344,84.206018,215,255.99,24.23,251,3,Heatwave,Medium
Chhattisgarh,Bilaspur,19.792208,84.206132,16,280.76,12.56,882,3,Flood,Medium
Chhattisgarh,Bilaspur,19.799923,84.219796,587,430.25,9.95,1407,2,Low,Low
Chhattisgarh,Bilaspur,19.813865,84.207004,293,175.57,8.13,150,4,Low,Low
Chhattisgarh,Bilaspur,19.80391,84.21151,505,182.43,16.0,1693,2,Flood,Low
Chhattisgarh,Bilaspur,19.803402,84.203758,326,310.05,34.89,1563,2,Heatwave,Low
Chhattisgarh,Bilaspur,19.803864,84.217469,263,170.19,11.41,1220,3,Heatwave,Low
Chhattisgarh,Bilaspur,19.79629,84.209548,183,237.04,7.23,1178,2,Flood,Low
Chhattisgarh,Dantewada,18.376305,81.625414,458,94.45,3.22,1988,2,Low,Low
Chhattisgarh,Dantewada,18.371284,81.636466,167,348.37,20.38,2128,2,Flood,Low
Chhattisgarh,Dantewada,18.400806,81.63492,70,116.03,3.96,1251,4,Flood,Medium
Chhattisgarh,Dantewada,18.389907,81.64345,415,2.26,5.97,1291,4,Flood,Low
Chhattisgarh,Dantewada,18.36678,81.643632,390,91.99,99.04,1557,3,Heatwave,Low
Chhattisgarh,Dantewada,18.384055,81.641146,404,171.53,52.24,1341,3,Low,Low
Chhattisgarh,Dantewada,18.3551,81.635053,442,19.0,0.14,682,3,Flood,Medium
Chhattisgarh,Dantewada,18.389346,81.624827,501,322.59,13.45,1220,4,Flood,Low
Chhattisgarh,Dantewada,18.38386,81.644522,328,495.98,33.61,1213,4,Heatwave,Low
Chhattisgarh,Dantewada,18.390793,81.647074,354,177.75,42.82,1758,4,Heatwave,Low
Chhattisgarh,Dhamtari,23.214638,82.46701,23,235.3,11.22,1981,2,Heatwave,Low
Chhattisgarh,Dhamtari,23.191213,82.468544,463,53.16,4.82,1244,2,Heatwave,Low
Chhattisgarh,Dhamtari,23.173134,82.469527,708,196.22,45.53,947,3,Heatwave,Low
Chhattisgarh,Dhamtari,23.197233,82.447099,494,116.51,2.78,822,4,Heatwave,Low
Chhattisgarh,Dhamtari,23.188142,82.477285,500,331.15,28.98,1771,3,Heatwave,Low
Chhattisgarh,Dhamtari,23.195161,82.451332,365,274.85,43.74,1320,2,Heatwave,Low
Chhattisgarh,Dhamtari,23.179391,82.464712,347,59.21,30.12,1807,3,Heatwave,Low
Chhattisgarh,Dhamtari,23.194483,82.464516,145,78.88,52.24,1514,2,Heatwave,Low
Chhattisgarh,Dhamtari,23.201299,82.465127,368,53.66,56.06,1462,3,Low,Low
Chhattisgarh,Dhamtari,23.182679,82.46507,135,116.47,6.06,150,2,Flood,Low
Chhattisgarh,Durg,21.062825,84.010903,403,260.51,10.13,1532,3,Heatwave,Low
Chhattisgarh,Durg,21.054717,83.996753,196,229.06,9.55,1805,3,Heatwave,Low
Chhattisgarh,Durg,21.060919,83.976677,153,314.79,8.54,295,3,Flood,Low
Chhattisgarh,Durg,21.057239,83.987192,331,328.55,17.81,1277,4,Low,Low
Chhattisgarh,Durg,21.074723,84.001497,627,277.07,40.8,2003,3,Heatwave,Low
Chhattisgarh,Durg,21.080425,83.977426,332,295.59,8.52,541,4,Low,Low
Chhattisgarh,Durg,21.070964,83.980257,542,390.83,19.48,2036,4,Flood,Medium
Chhattisgarh,Durg,21.077435,83.976593,286,127.42,4.8,150,4,Low,Low
Chhattisgarh,Durg,21.070204,83.974291,15,225.84,23.27,447,3,Flood,Medium
Chhattisgarh,Durg,21.063427,83.979025,274,242.06,13.14,775,3,Heatwave,Low
Chhattisgarh,Gariaband,22.15792,80.966115,138,83.78,29.38,150,3,Flood,Low
Chhattisgarh,Gariaband,22.176043,80.962726,95,437.69,43.38,2234,3,Flood,Low
Chhattisgarh,Gariaband,22.156269,80.957499,322,159.67,7.84,150,2,Flood,Low
Chhattisgarh,Gariaband,22.172175,80.96713,282,340.17,1.58,806,3,Flood,Medium
Chhattisgarh,Gariaband,22.170575,80.939656,690,1.29,0.71,1283,3,Heatwave,Low
Chhattisgarh,Gariaband,22.154041,80.969558,587,364.73,24.41,1516,3,Flood,Low
Chhattisgarh,Gariaband,22.144206,80.971433,323,371.54,4.68,1151,3,Heatwave,Low
Chhattisgarh,Gariaband,22.157444,80.979997,252,385.21,9.95,1217,3,Flood,Low
Chhattisgarh,Gariaband,22.173176,80.9617,45,156.69,5.11,1517,4,Flood,Medium
Chhattisgarh,Gariaband,22.16366,80.955303,702,297.44,19.34,1039,2,Flood,Low
Chhattisgarh,Gaurela-Pendra-Marwahi,23.244212,81.289092,354,186.14,7.12,1990,2,Heatwave,Low
Chhattisgarh,Gaurela-Pendra-Marwahi,23.249026,81.281031,787,378.95,26.06,150,3,Low,Low
Chhattisgarh,Gaurela-Pendra-Marwahi,23.234136,81.29414,284,22.61,25.72,1376,3,Heatwave,Low
Chhattisgarh,Gaurela-Pendra-Marwahi,23.229115,81.277706,575,286.1,17.6,2557,4,Heatwave,Low
Chhattisgarh,Gaurela-Pendra-Marwahi,23.230016,81.279744,461,174.49,7.77,1054,3,Heatwave,Low
Chhattisgarh,Gaurela-Pendra-Marwahi,23.240437,81.285324,368,312.36,12.3,1832,3,Heatwave,Low
Chhattisgarh,Gaurela-Pendra-Marwahi,23.231779,81.286252,77,133.42,8.75,645,4,Flood,Low
Chhattisgarh,Gaurela-Pendra-Marwahi,23.242038,81.275239,318,246.01,3.78,1585,3,Low,Low
Chhattisgarh,Gaurela-Pendra-Marwahi,23.246703,81.287792,293,263.86,29.3,1362,3,Flood,Low
Chhattisgarh,Gaurela-Pendra-Marwahi,23.218864,81.309579,244,111.89,6.39,910,3,Heatwave,Low
Chhattisgarh,Janjgir-Champa,21.994168,82.877725,491,199.32,27.15,1111,3,Flood,Low
Chhattisgarh,Janjgir-Champa,22.015528,82.890386,596,245.92,0.54,1424,3,Heatwave,Low
Chhattisgarh,Janjgir-Champa,22.018323,82.88639,408,369.13,9.77,1137,3,Heatwave,Low
Chhattisgarh,Janjgir-Champa,22.002396,82.88221,353,366.95,2.05,688,4,Low,Low
Chhattisgarh,Janjgir-Champa,22.002253,82.887459,799,155.27,13.45,1885,2,Low,Low
Chhattisgarh,Janjgir-Champa,22.00432,82.895295,332,35.89,16.58,586,3,Flood,Low
Chhattisgarh,Janjgir-Champa,22.009095,82.873146,508,250.71,6.26,1782,2,Flood,Low
Chhattisgarh,Janjgir-Champa,22.017188,82.874769,667,200.4,21.43,633,3,Heatwave,Low
Chhattisgarh,Janjgir-Champa,22.004278,82.891788,190,131.01,25.17,2859,4,Low,Low
Chhattisgarh,Janjgir-Champa,22.006004,82.905586,548,258.85,28.22,1382,3,Low,Low
Chhattisgarh,Jashpur,19.951349,81.158375,389,136.48,29.17,1240,3,Heatwave,Low
Chhattisgarh,Jashpur,19.932464,81.161959,486,317.03,10.26,1653,2,Flood,Low
Chhattisgarh,Jashpur,19.944488,81.171337,364,64.08,25.86,1105,4,Heatwave,Low
Chhattisgarh,Jashpur,19.940426,81.170712,238,257.58,1.14,1188,4,Flood,Medium
Chhattisgarh,Jashpur,19.947343,81.180995,518,149.32,6.54,804,4,Low,Low
Chhattisgarh,Jashpur,19.935669,81.15017,175,73.44,0.56,445,2,Flood,Medium
Chhattisgarh,Jashpur,19.956826,81.175584,290,309.98,6.99,605,2,Heatwave,Low
Chhattisgarh,Jashpur,19.947951,81.158754,287,152.91,2.34,960,4,Low,Low
Chhattisgarh,Jashpur,19.948416,81.161112,369,165.39,3.29,150,4,Low,Low
Chhattisgarh,Jashpur,19.958954,81.185844,219,355.3,1.46,944,3,Flood,Medium
Chhattisgarh,Kabirdham (Kawardha),22.030242,80.958447,23,187.99,3.05,769,2,Heatwave,Low
Chhattisgarh,Kabirdham (Kawardha),21.989687,80.944052,207,131.86,14.16,706,2,Flood,Low
Chhattisgarh,Kabirdham (Kawardha),22.015043,80.960804,212,118.15,30.05,1580,4,Flood,Low
Chhattisgarh,Kabirdham (Kawardha),22.031506,80.956462,377,389.42,6.07,776,3,Flood,Low
Chhattisgarh,Kabirdham (Kawardha),22.017382,80.953699,791,309.74,17.97,660,3,Flood,Low
Chhattisgarh,Kabirdham (Kawardha),22.027597,80.9568,416,387.92,6.12,738,3,Heatwave,Low
Chhattisgarh,Kabirdham (Kawardha),22.009553,80.953818,155,130.11,23.5,389,2,Heatwave,Medium
Chhattisgarh,Kabirdham (Kawardha),22.016437,80.946498,256,265.39,4.02,150,4,Flood,Medium
Chhattisgarh,Kabirdham (Kawardha),22.029284,80.945027,131,317.97,14.35,1020,3,Heatwave,Low
Chhattisgarh,Kabirdham (Kawardha),22.003633,80.960601,304,254.56,0.54,688,3,Heatwave,Low
Chhattisgarh,Kanker,19.312041,80.925472,216,288.98,8.7,1274,3,Flood,Low
Chhattisgarh,Kanker,19.298193,80.916102,962,128.95,49.98,1653,3,Low,Low
Chhattisgarh,Kanker,19.289969,80.912067,161,150.41,22.64,1458,2,Flood,Low
Chhattisgarh,Kanker,19.310239,80.911431,298,214.88,33.76,1208,4,Flood,Low
Chhattisgarh,Kanker,19.296152,80.924742,361,275.42,15.96,889,4,Heatwave,Low
Chhattisgarh,Kanker,19.284779,80.92473,495,85.79,28.13,1553,3,Flood,Low
Chhattisgarh,Kanker,19.297083,80.920461,8,304.86,54.16,1372,3,Heatwave,Low
Chhattisgarh,Kanker,19.300996,80.917145,102,16.39,25.1,1121,3,Flood,Low
Chhattisgarh,Kanker,19.275065,80.920656,219,217.5,13.83,1957,4,Flood,Low
Chhattisgarh,Kanker,19.27287,80.915052,73,181.92,2.79,1740,2,Low,Low
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,21.238695,80.775194,700,39.61,23.73,1409,3,Heatwave,Low
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,21.218202,80.770718,497,83.03,42.54,681,2,Flood,Low
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,21.20785,80.783477,159,233.92,10.52,535,3,Low,Low
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,21.21845,80.759713,440,113.94,4.91,1150,4,Heatwave,Low
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,21.211689,80.772704,242,428.14,12.33,150,3,Heatwave,Medium
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,21.236314,80.755809,170,288.66,1.4,1871,3,Low,Low
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,21.216551,80.771122,273,66.01,8.13,1716,3,Flood,Low
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,21.226494,80.781439,107,251.04,0.11,1285,4,Heatwave,Medium
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,21.22117,80.77507,541,222.59,0.74,831,3,Heatwave,Low
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,21.232013,80.760467,181,165.97,25.66,1324,3,Low,Low
Chhattisgarh,Kondagaon,22.790159,83.08163,662,269.84,6.67,678,3,Flood,Low
Chhattisgarh,Kondagaon,22.789523,83.088089,445,88.12,20.18,1177,4,Heatwave,Low
Chhattisgarh,Kondagaon,22.786461,83.092744,382,224.24,38.93,876,3,Heatwave,Low
Chhattisgarh,Kondagaon,22.798734,83.093383,324,178.24,9.32,817,4,Flood,Low
Chhattisgarh,Kondagaon,22.800079,83.084525,153,92.48,16.27,1676,3,Low,Low
Chhattisgarh,Kondagaon,22.807336,83.090755,202,549.97,24.45,371,2,Flood,Low
Chhattisgarh,Kondagaon,22.795413,83.105771,355,321.39,32.5,1171,3,Low,Low
Chhattisgarh,Kondagaon,22.80077,83.092992,167,203.2,13.41,1355,3,Flood,Low
Chhattisgarh,Kondagaon,22.807769,83.083962,198,324.88,39.1,1396,4,Flood,Low
Chhattisgarh,Kondagaon,22.786126,83.095887,490,191.61,9.02,1694,3,Flood,Low
Chhattisgarh,Korba,19.493587,82.781734,360,213.2,30.54,230,4,Low,Low
Chhattisgarh,Korba,19.495025,82.773735,552,224.75,30.66,2037,2,Low,Low
Chhattisgarh,Korba,19.499984,82.771483,190,140.47,5.03,1375,3,Heatwave,Low
Chhattisgarh,Korba,19.516679,82.782608,262,246.96,7.32,1318,4,Low,Low
Chhattisgarh,Korba,19.488396,82.799917,459,67.83,38.41,1742,4,Heatwave,Low
Chhattisgarh,Korba,19.483497,82.763642,518,49.63,61.39,1988,2,Flood,Low
Chhattisgarh,Korba,19.505785,82.774305,119,134.22,21.92,1712,3,Heatwave,Low
Chhattisgarh,Korba,19.501888,82.777155,278,340.39,6.48,562,3,Flood,Low
Chhattisgarh,Korba,19.497121,82.774741,371,163.32,5.93,824,4,Flood,Low
Chhattisgarh,Korba,19.498438,82.771984,402,68.88,16.88,851,2,Flood,Low
Chhattisgarh,Koriya,18.353138,84.238781,158,163.5,22.21,476,4,Heatwave,Medium
Chhattisgarh,Koriya,18.33595,84.236118,110,171.64,16.84,1430,2,Flood,Low
Chhattisgarh,Koriya,18.34232,84.227505,133,45.99,13.54,537,4,Flood,Low
Chhattisgarh,Koriya,18.343929,84.230213,368,73.74,1.79,1845,3,Heatwave,Low
Chhattisgarh,Koriya,18.329506,84.222016,170,323.41,0.83,1527,3,Heatwave,Low
Chhattisgarh,Koriya,18.354108,84.247372,454,245.16,0.47,150,3,Flood,Medium
Chhattisgarh,Koriya,18.364912,84.241382,247,146.83,20.88,530,2,Heatwave,Low
Chhattisgarh,Koriya,18.349983,84.241197,123,192.49,36.21,1416,3,Flood,Low
Chhattisgarh,Koriya,18.364783,84.244461,120,113.21,4.15,1343,3,Flood,Medium
Chhattisgarh,Koriya,18.345898,84.249593,498,223.77,17.81,998,3,Low,Low
Chhattisgarh,Mahasamund,22.37047,80.124948,323,66.05,19.18,1452,3,Heatwave,Low
Chhattisgarh,Mahasamund,22.36136,80.132202,156,177.1,20.86,942,3,Flood,Low
Chhattisgarh,Mahasamund,22.341616,80.120782,183,244.18,40.78,889,3,Flood,Low
Chhattisgarh,Mahasamund,22.388793,80.105188,254,171.36,2.07,2833,4,Flood,Medium
Chhattisgarh,Mahasamund,22.359674,80.122236,236,194.01,15.86,799,3,Heatwave,Low
Chhattisgarh,Mahasamund,22.356705,80.14462,548,119.29,3.56,1578,2,Flood,Medium
Chhattisgarh,Mahasamund,22.360995,80.145269,223,247.8,33.36,1826,3,Flood,Low
Chhattisgarh,Mahasamund,22.347987,80.131617,204,79.63,1.8,369,4,Flood,Medium
Chhattisgarh,Mahasamund,22.344898,80.121601,117,121.29,35.11,935,4,Heatwave,Medium
Chhattisgarh,Mahasamund,22.367321,80.118458,374,11.62,124.13,697,3,Low,Low
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,21.187301,82.384302,380,266.95,13.32,1835,2,Flood,Low
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,21.190009,82.386821,168,170.09,14.46,2583,2,Low,Low
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,21.185059,82.386049,131,304.18,18.1,1277,3,Low,Low
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,21.196693,82.394416,35,61.62,40.37,697,4,Flood,Medium
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,21.179652,82.367496,207,189.26,2.11,862,2,Low,Low
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,21.168407,82.375862,399,216.25,23.67,613,4,Flood,Low
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,21.181574,82.375843,531,175.05,27.46,1072,3,Flood,Low
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,21.169741,82.389821,408,118.94,1.34,1990,2,Heatwave,Low
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,21.19004,82.387986,349,323.59,0.97,857,4,Heatwave,Low
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,21.189015,82.362832,622,57.74,1.48,1263,2,Low,Low
Chhattisgarh,Mohla-Manpur-Chowki,20.176194,82.271823,144,329.07,59.92,866,3,Low,Low
Chhattisgarh,Mohla-Manpur-Chowki,20.176289,82.262091,220,29.41,80.23,1459,3,Low,Low
Chhattisgarh,Mohla-Manpur-Chowki,20.167336,82.273324,50,146.14,44.0,2294,4,Flood,Medium
Chhattisgarh,Mohla-Manpur-Chowki,20.184794,82.262549,632,92.68,29.22,150,3,Flood,Low
Chhattisgarh,Mohla-Manpur-Chowki,20.172749,82.262813,445,181.58,40.39,529,3,Flood,Low
Chhattisgarh,Mohla-Manpur-Chowki,20.178087,82.259061,259,186.57,17.46,1307,2,Flood,Low
Chhattisgarh,Mohla-Manpur-Chowki,20.177333,82.27138,96,436.0,8.12,869,4,Heatwave,Medium
Chhattisgarh,Mohla-Manpur-Chowki,20.172269,82.251457,214,215.86,4.1,441,4,Flood,Medium
Chhattisgarh,Mohla-Manpur-Chowki,20.19368,82.25595,306,174.64,53.39,1721,2,Low,Low
Chhattisgarh,Mohla-Manpur-Chowki,20.170105,82.279112,299,356.69,5.87,853,4,Low,Low
Chhattisgarh,Mungeli,18.398737,82.068912,168,244.5,28.65,1482,2,Flood,Low
Chhattisgarh,Mungeli,18.391381,82.063148,120,283.18,4.89,567,2,Heatwave,Low
Chhattisgarh,Mungeli,18.402448,82.053631,230,149.48,52.54,648,3,Flood,Low
Chhattisgarh,Mungeli,18.405307,82.081601,638,277.79,38.63,1564,2,Low,Low
Chhattisgarh,Mungeli,18.415654,82.090421,461,197.26,27.21,1489,2,Flood,Low
Chhattisgarh,Mungeli,18.425289,82.065522,243,218.67,7.63,972,2,Flood,Low
Chhattisgarh,Mungeli,18.399742,82.080098,365,438.35,68.07,1383,3,Heatwave,Low
Chhattisgarh,Mungeli,18.406567,82.066432,931,167.07,1.44,1604,3,Flood,Medium
Chhattisgarh,Mungeli,18.413621,82.087862,169,92.15,12.98,713,3,Flood,Low
Chhattisgarh,Mungeli,18.404958,82.066278,363,360.39,1.34,3191,3,Flood,Medium
Chhattisgarh,Narayanpur,19.268607,81.315675,422,102.7,15.4,1414,3,Flood,Low
Chhattisgarh,Narayanpur,19.258274,81.311723,274,376.69,14.41,150,4,Flood,Low
Chhattisgarh,Narayanpur,19.271356,81.29426,25,223.16,5.46,150,2,Flood,Medium
Chhattisgarh,Narayanpur,19.278949,81.323254,925,248.3,20.6,547,2,Flood,Low
Chhattisgarh,Narayanpur,19.260529,81.321631,776,5.16,4.05,1345,2,Flood,Medium
Chhattisgarh,Narayanpur,19.257441,81.319112,91,399.14,16.85,2318,3,Flood,Low
Chhattisgarh,Narayanpur,19.266939,81.321016,25,281.51,4.4,731,3,Low,Low
Chhattisgarh,Narayanpur,19.260394,81.336115,374,251.8,38.89,1695,4,Heatwave,Low
Chhattisgarh,Narayanpur,19.273482,81.320642,534,440.4,11.88,887,4,Heatwave,Low
Chhattisgarh,Narayanpur,19.277411,81.317091,374,3.28,9.24,150,3,Low,Low
Chhattisgarh,Raigarh,18.777552,81.386416,263,94.75,12.88,564,3,Low,Low
Chhattisgarh,Raigarh,18.798166,81.378764,352,90.45,10.89,1053,3,Flood,Low
Chhattisgarh,Raigarh,18.78624,81.387993,383,49.87,6.89,447,2,Heatwave,Medium
Chhattisgarh,Raigarh,18.805268,81.399471,402,185.27,1.37,348,3,Heatwave,Medium
Chhattisgarh,Raigarh,18.787646,81.380604,205,380.59,5.53,1751,3,Flood,Low
Chhattisgarh,Raigarh,18.794566,81.384972,342,114.88,4.93,1031,4,Heatwave,Low
Chhattisgarh,Raigarh,18.798261,81.391352,219,75.2,0.53,1134,2,Flood,Medium
Chhattisgarh,Raigarh,18.80685,81.382756,372,207.51,33.91,150,4,Heatwave,Medium
Chhattisgarh,Raigarh,18.817177,81.395647,347,323.78,5.79,1121,4,Heatwave,Low
Chhattisgarh,Raigarh,18.805499,81.393507,502,0.31,30.37,1226,3,Heatwave,Low
Chhattisgarh,Raipur,19.010898,84.128404,284,233.44,40.56,1758,4,Heatwave,Medium
Chhattisgarh,Raipur,19.004775,84.125316,249,165.26,7.99,596,4,Low,Low
Chhattisgarh,Raipur,19.015032,84.123971,377,187.39,11.17,234,3,Flood,Low
Chhattisgarh,Raipur,18.999392,84.130247,328,118.19,9.6,1905,3,Heatwave,Low
Chhattisgarh,Raipur,19.015235,84.116541,336,160.99,5.47,1914,2,Low,Low
Chhattisgarh,Raipur,19.01699,84.145744,514,57.76,10.38,1353,4,Heatwave,Low
Chhattisgarh,Raipur,19.01256,84.13831,71,300.62,6.33,190,3,Heatwave,Medium
Chhattisgarh,Raipur,18.998867,84.131497,713,303.87,23.4,1285,4,Low,Low
Chhattisgarh,Raipur,19.005798,84.132453,473,185.4,6.03,1490,3,Flood,Low
Chhattisgarh,Raipur,19.034284,84.156502,237,245.31,15.13,1266,3,Flood,Low
Chhattisgarh,Rajnandgaon,18.004773,81.123395,59,74.88,1.21,2249,2,Low,Low
Chhattisgarh,Rajnandgaon,18.012121,81.133059,721,241.28,7.34,954,3,Flood,Low
Chhattisgarh,Rajnandgaon,18.003287,81.130523,278,249.53,60.29,2256,3,Flood,Low
Chhattisgarh,Rajnandgaon,18.007864,81.122958,17,399.89,12.01,321,4,Low,Low
Chhattisgarh,Rajnandgaon,18.01778,81.137251,411,96.92,16.6,1065,3,Heatwave,Low
Chhattisgarh,Rajnandgaon,18.002004,81.117738,29,301.65,35.2,150,4,Low,Low
Chhattisgarh,Rajnandgaon,17.998381,81.117145,224,302.04,38.81,596,2,Heatwave,Low
Chhattisgarh,Rajnandgaon,17.996835,81.146668,291,321.6,5.68,1682,2,Heatwave,Low
Chhattisgarh,Rajnandgaon,18.017656,81.141907,429,238.68,6.12,675,4,Flood,Low
Chhattisgarh,Rajnandgaon,18.010939,81.133177,366,152.89,36.35,1872,3,Flood,Low
Chhattisgarh,Sarangarh-Bilaigarh,20.601777,82.539653,334,303.6,10.21,1107,2,Flood,Low
Chhattisgarh,Sarangarh-Bilaigarh,20.598615,82.561348,60,107.49,18.32,1761,4,Heatwave,Medium
Chhattisgarh,Sarangarh-Bilaigarh,20.614807,82.560922,603,273.44,27.97,1067,2,Flood,Low
Chhattisgarh,Sarangarh-Bilaigarh,20.618363,82.574793,103,250.84,60.29,150,3,Heatwave,Medium
Chhattisgarh,Sarangarh-Bilaigarh,20.612975,82.557241,553,223.72,20.97,1266,2,Heatwave,Low
Chhattisgarh,Sarangarh-Bilaigarh,20.62381,82.549641,383,18.7,4.93,1312,3,Flood,Medium
Chhattisgarh,Sarangarh-Bilaigarh,20.619555,82.544532,180,176.71,0.73,1034,3,Flood,Medium
Chhattisgarh,Sarangarh-Bilaigarh,20.62362,82.575252,352,27.19,1.71,1312,2,Heatwave,Low
Chhattisgarh,Sarangarh-Bilaigarh,20.633835,82.573964,118,31.2,7.38,1325,3,Heatwave,Low
Chhattisgarh,Sarangarh-Bilaigarh,20.628933,82.53631,63,262.74,47.88,150,3,Flood,Low
Chhattisgarh,Shakti,23.20366,83.016123,207,256.76,22.1,1754,3,Low,Low
Chhattisgarh,Shakti,23.225875,82.999684,507,173.89,11.78,1131,4,Heatwave,Low
Chhattisgarh,Shakti,23.236528,83.038223,16,229.76,23.14,1695,3,Low,Low
Chhattisgarh,Shakti,23.228523,83.037528,631,87.78,20.34,395,3,Low,Low
Chhattisgarh,Shakti,23.234165,83.025332,106,297.16,1.86,1472,4,Heatwave,Medium
